courseCode,unitCode,infinitive,mood,tense,eu,tu,eleElaVoce,nos,elesElasVoces,ipaEu,ipaTu,ipaEleElaVoce,ipaNos,ipaElesElasVoces,negativeEu,negativeTu,negativeEleElaVoce,negativeNos,negativeElesElasVoces,negativeIpaEu,negativeIpaTu,negativeIpaEleElaVoce,negativeIpaNos,negativeIpaElesElasVoces,tags,curriculumTags
pt-conjugation,imperfect,escrever,indicativo,imperfeito,escrevia,escrevias,escrevia,escrevíamos,escreviam,ʃkɾɨˈviɐ,ʃkɾɨˈviɐʃ,ʃkɾɨˈviɐ,ʃkɾɨˈviɐmuʃ,ʃkɾɨˈviɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,esquecer,indicativo,imperfeito,esquecia,esquecias,esquecia,esquecíamos,esqueciam,skɨˈsiɐ,skɨˈsiɐʃ,skɨˈsiɐ,skɨˈsiɐmuʃ,skɨˈsiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,fazer,indicativo,imperfeito,fazia,fazias,fazia,fazíamos,faziam,fɐˈziɐ,fɐˈziɐʃ,fɐˈziɐ,fɐˈziɐmuʃ,fɐˈziɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,ler,indicativo,imperfeito,lia,lias,lia,líamos,liam,ˈliɐ,ˈliɐʃ,ˈliɐ,ˈliɐmuʃ,ˈliɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,oferecer,indicativo,imperfeito,oferecia,oferecias,oferecia,oferecíamos,ofereciam,ofɨɾɨˈsiɐ,ofɨɾɨˈsiɐʃ,ofɨɾɨˈsiɐ,ofɨɾɨˈsiɐmuʃ,ofɨɾɨˈsiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,parecer,indicativo,imperfeito,parecia,parecias,parecia,parecíamos,pareciam,pɐɾɨˈsiɐ,pɐɾɨˈsiɐʃ,pɐɾɨˈsiɐ,pɐɾɨˈsiɐmuʃ,pɐɾɨˈsiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,perceber,indicativo,imperfeito,percebia,percebias,percebia,percebíamos,percebiam,pɨɾsɨˈbiɐ,pɨɾsɨˈbiɐʃ,pɨɾsɨˈbiɐ,pɨɾsɨˈbiɐmuʃ,pɨɾsɨˈbiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,perder,indicativo,imperfeito,perdia,perdias,perdia,perdíamos,perdiam,pɨɾˈdiɐ,pɨɾˈdiɐʃ,pɨɾˈdiɐ,pɨɾˈdiɐmuʃ,pɨɾˈdiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,permanecer,indicativo,imperfeito,permanecia,permanecias,permanecia,permanecíamos,permaneciam,pɨɾmɐnɨˈsiɐ,pɨɾmɐnɨˈsiɐʃ,pɨɾmɐnɨˈsiɐ,pɨɾmɐnɨˈsiɐmuʃ,pɨɾmɐnɨˈsiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,poder,indicativo,imperfeito,podia,podias,podia,podíamos,podiam,puˈdiɐ,puˈdiɐʃ,puˈdiɐ,puˈdiɐmuʃ,puˈdiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,prometer,indicativo,imperfeito,prometia,prometias,prometia,prometíamos,prometiam,pɾumɨˈtiɐ,pɾumɨˈtiɐʃ,pɾumɨˈtiɐ,pɾumɨˈtiɐmuʃ,pɾumɨˈtiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,proteger,indicativo,imperfeito,protegia,protegias,protegia,protegíamos,protegiam,pɾutɨˈʒiɐ,pɾutɨˈʒiɐʃ,pɾutɨˈʒiɐ,pɾutɨˈʒiɐmuʃ,pɾutɨˈʒiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,querer,indicativo,imperfeito,queria,querias,queria,queríamos,queriam,kɨˈɾiɐ,kɨˈɾiɐʃ,kɨˈɾiɐ,kɨˈɾiɐmuʃ,kɨˈɾiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,receber,indicativo,imperfeito,recebia,recebias,recebia,recebíamos,recebiam,ʁɨsɨˈbiɐ,ʁɨsɨˈbiɐʃ,ʁɨsɨˈbiɐ,ʁɨsɨˈbiɐmuʃ,ʁɨsɨˈbiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,resolver,indicativo,imperfeito,resolvia,resolvias,resolvia,resolvíamos,resolviam,ʁɨzɔɫˈviɐ,ʁɨzɔɫˈviɐʃ,ʁɨzɔɫˈviɐ,ʁɨzɔɫˈviɐmuʃ,ʁɨzɔɫˈviɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,saber,indicativo,imperfeito,sabia,sabias,sabia,sabíamos,sabiam,sɐˈbiɐ,sɐˈbiɐʃ,sɐˈbiɐ,sɐˈbiɐmuʃ,sɐˈbiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,trazer,indicativo,imperfeito,trazia,trazias,trazia,trazíamos,traziam,tɾɐˈziɐ,tɾɐˈziɐʃ,tɾɐˈziɐ,tɾɐˈziɐmuʃ,tɾɐˈziɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,ver,indicativo,imperfeito,via,vias,via,víamos,viam,ˈviɐ,ˈviɐʃ,ˈviɐ,ˈviɐmuʃ,ˈviɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,viver,indicativo,imperfeito,vivia,vivias,vivia,vivíamos,viviam,viˈviɐ,viˈviɐʃ,viˈviɐ,viˈviɐmuʃ,viˈviɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,responder,indicativo,imperfeito,respondia,respondias,respondia,respondíamos,respondiam,ʁɨʃpõˈdiɐ,ʁɨʃpõˈdiɐʃ,ʁɨʃpõˈdiɐ,ʁɨʃpõˈdiɐmuʃ,ʁɨʃpõˈdiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,caber,indicativo,imperfeito,cabia,cabias,cabia,cabíamos,cabiam,kɐˈbiɐ,kɐˈbiɐʃ,kɐˈbiɐ,kɐˈbiɐmuʃ,kɐˈbiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,percorrer,indicativo,imperfeito,percorria,percorrías,percorria,percorríamos,percorriam,pɨɾkuˈʁiɐ,pɨɾkuˈʁiɐʃ,pɨɾkuˈʁiɐ,pɨɾkuˈʁiɐmuʃ,pɨɾkuˈʁiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperative,dar,imperativo,imperativo (presente),,dá,dê,demos,dêem,,ˈda,ˈde,ˈdɛmuʃ,ˈdeɐ̃j,,não dês,não dê,não demos,não dêem,,ˈnɐ̃w ˈdeʃ,ˈnɐ̃w ˈde,ˈnɐ̃w̃ ˈdɛmuʃ,ˈnɐ̃w ˈdeɐ̃j,,ar irregular
pt-conjugation,imperative,estar,imperativo,imperativo (presente),,está,esteja,estejamos,estejam,,ʃˈta,ʃˈtɐjʒɐ,ʃtɨˈʒɐmuʃ,ʃˈtɐjʒɐ̃w,,não estejas,não esteja,não estejamos,não estejam,,ˈnɐ̃w ʃˈtɐjʒɐʃ,ˈnɐ̃w ʃˈtɐjʒɐ,ˈnɐ̃w̃ ʃtɨˈʒɐmuʃ,ˈnɐ̃w ʃˈtɐjʒɐ̃w,,ar irregular
pt-conjugation,imperative,ir,imperativo,imperativo (presente),,vai,vá,vamos,vão,,ˈvaj,ˈva,ˈvɐmuʃ,ˈvɐ̃w,,não vás,não vá,não vamos,não vão,,ˈnɐ̃w ˈvaʃ,ˈnɐ̃w ˈva,ˈnɐ̃w̃ ˈvɐmuʃ,ˈnɐ̃w ˈvɐ̃w,,ir irregular
pt-conjugation,imperative,gostar de,imperativo,imperativo (presente),,gosta de ...,goste de ...,gostemos de ...,gostem de ...,,ˈɡɔʃtɐ dɨ...,ˈɡɔʃtɨ dɨ...,ɡuˈʃtemuʒ dɨ...,ˈɡɔʃtɐ̃j̃ dɨ...,,não gostes de ...,não goste de ...,não gostemos de ...,não gostem de ...,,ˈnɐ̃w̃ ˈɡɔʃtɨʒ dɨ...,ˈnɐ̃w̃ ˈɡɔʃtɨ dɨ...,ˈnɐ̃w̃ ɡuˈʃtemuʒ dɨ...,ˈnɐ̃w̃ ˈɡɔʃtɐ̃j̃ dɨ...,,ar
pt-conjugation,imperative,começar a,imperativo,imperativo (presente),,começa a ...,comece a ...,comecemos a ...,comecem a ...,,kuˈmɛsɐ ɐ...,kuˈmɛsɨ ɐ...,kumɨˈsemuz ɐ...,kuˈmɛsɐ̃j̃ ɐ...,,não comeces a ...,não comece a ...,não comecemos a ...,não comecem a ...,,ˈnɐ̃w̃ kuˈmɛsɨz ɐ...,ˈnɐ̃w̃ kuˈmɛsɨ ɐ...,ˈnɐ̃w̃ kumɨˈsemuz ɐ...,ˈnɐ̃w̃ kuˈmɛsɐ̃j̃ ɐ...,,ar
pt-conjugation,imperative,acabar de,imperativo,imperativo (presente),,acaba de ...,acabe de ...,acabemos de ...,acabem de ...,,ɐˈkabɐ dɨ...,ɐˈkabɨ dɨ...,ɐkɐˈbemuʒ dɨ...,ɐˈkabɐ̃j̃ dɨ...,,não acabes de ...,não acabe de ...,não acabemos de ...,não acabem de ...,,ˈnɐ̃w̃ ɐˈkabɨʒ dɨ...,ˈnɐ̃w̃ ɐˈkabɨ dɨ...,ˈnɐ̃w̃ ɐkɐˈbemuʒ dɨ...,ˈnɐ̃w̃ ɐˈkabɐ̃j̃ dɨ...,,ar
pt-conjugation,imperative,continuar a,imperativo,imperativo (presente),,continua a ...,continue a ...,continuemos a ...,continuem a ...,,kõtiˈnuɐ ɐ...,kõtiˈnuɨ ɐ...,kõtinuˈemuz ɐ...,kõtiˈnuɐ̃j̃ ɐ...,,não continues a ...,não continue a ...,não continuemos a ...,não continuem a ...,,ˈnɐ̃w̃ kõtiˈnuɨz ɐ...,ˈnɐ̃w̃ kõtiˈnuɨ ɐ...,ˈnɐ̃w̃ kõtinuˈemuz ɐ...,ˈnɐ̃w̃ kõtiˈnuɐ̃j̃ ɐ...,,ar
pt-conjugation,imperative,lembrar-se de,imperativo,imperativo (presente),,lembra-te de ...,lembre-se de ...,lembremo-nos de ...,lembrem-se de ...,,lẽˈbɾatɨ dɨ...,lẽˈbɾɛsɨ dɨ...,lẽbɾɨˈmɔnuʒ dɨ...,lẽˈbɾẽsɨ dɨ...,,não te lembres de ...,não se lembre de ...,não nos lembremos de ...,não se lembrem de ...,,ˈnɐ̃w̃ ˈtɛ ˈlẽbɾɨʒ dɨ...,ˈnɐ̃w̃ sɨ ˈlẽbɾɨ dɨ...,ˈnɐ̃w̃ ˈnɔʒ lẽˈbɾɛmuʒ dɨ...,ˈnɐ̃w̃ sɨ ˈlẽbɾɐ̃j̃ dɨ...,,ar reflexos
pt-conjugation,imperative,deixar de,imperativo,imperativo (presente),,deixa de ...,deixe de ...,deixemos de ...,deixem de ...,,ˈdɐjʃɐ dɨ...,ˈdɐjʃɨ dɨ...,dɐjˈʃemuʒ dɨ...,ˈdɐjʃɐ̃j̃ dɨ...,,não deixes de ...,não deixe de ...,não deixemos de ...,não deixem de ...,,ˈnɐ̃w̃ ˈdɐjʃɨʒ dɨ...,ˈnɐ̃w̃ ˈdɐjʃɨ dɨ...,ˈnɐ̃w̃ dɐjˈʃemuʒ dɨ...,ˈnɐ̃w̃ ˈdɐjʃɐ̃j̃ dɨ...,,ar
pt-conjugation,imperative,precisar de,imperativo,imperativo (presente),,precisa de ...,precise de ...,precisemos de ...,precisem de ...,,pɾɨˈsizɐ dɨ...,pɾɨˈsizɨ dɨ...,pɾɨsiˈzemuʒ dɨ...,pɾɨˈsizɐ̃j̃ dɨ...,,não precises de ...,não precise de ...,não precisemos de ...,não precisem de ...,,ˈnɐ̃w̃ pɾɨˈsizɨʒ dɨ...,ˈnɐ̃w̃ pɾɨˈsizɨ dɨ...,ˈnɐ̃w̃ pɾɨsiˈzemuʒ dɨ...,ˈnɐ̃w̃ pɾɨˈsizɐ̃j̃ dɨ...,,ar
pt-conjugation,imperative,ter de,imperativo,imperativo (presente),,tem de ...,tenha de ...,tenhamos de ...,tenham de ...,,ˈtɐ̃j̃ dɨ...,ˈtɐɲɐ dɨ...,tɨˈɲɐmuʒ dɨ...,ˈtɐɲɐ̃w̃ dɨ...,,não tenhas de ...,não tenha de ...,não tenhamos de ...,não tenham de ...,,ˈnɐ̃w̃ ˈtɐɲɐʒ dɨ...,ˈnɐ̃w̃ ˈtɐɲɐ dɨ...,ˈnɐ̃w̃ tɨˈɲɐmuʒ dɨ...,ˈnɐ̃w̃ ˈtɐɲɐ̃w̃ dɨ...,,er
pt-conjugation,imperative,esquecer-se de,imperativo,imperativo (presente),,esquece-te de ...,esqueça-se de ...,esqueçamo-nos de ...,esqueçam-se de ...,,skɨˈsɛtɨ dɨ...,skɨˈsasɨ dɨ...,skɨsɐˈmɔnuʒ dɨ...,skɨˈsɐ̃sɨ dɨ...,,não te esqueças de ...,não se esqueça de ...,não nos esqueçamos de ...,não se esqueçam de ...,,ˈnɐ̃w̃ ˈtɛ sˈkɛsɐʒ dɨ...,ˈnɐ̃w̃ sɨ sˈkɛsɐ dɨ...,ˈnɐ̃w̃ ˈnɔʃ skɨˈsɐmuʒ dɨ...,ˈnɐ̃w̃ sɨ sˈkɛsɐ̃w̃ dɨ...,,er reflexos
pt-conjugation,imperative,entrar em,imperativo,imperativo (presente),,entra em ...,entre em ...,entremos em ...,entrem em ...,,ˈẽtɾɐ ˈɐ̃j̃...,ˈẽtɾɨ ˈɐ̃j̃...,ẽˈtɾɛmuz ˈɐ̃j̃...,ˈẽtɾɐ̃j̃ ˈɐ̃j̃...,,não entres em ...,não entre em ...,não entremos em ...,não entrem em ...,,ˈnɐ̃w̃ ˈẽtɾɨz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈẽtɾɨ ˈɐ̃j̃...,ˈnɐ̃w̃ ẽˈtɾɛmuz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈẽtɾɐ̃j̃ ˈɐ̃j̃...,,ar
pt-conjugation,imperative,passar por,imperativo,imperativo (presente),,passa por ...,passe por ...,passemos por ...,passem por ...,,ˈpasɐ puɾ...,ˈpasɨ puɾ...,pɐˈsemuʃ puɾ...,ˈpasɐ̃j̃ puɾ...,,não passes por ...,não passe por ...,não passemos por ...,não passem por ...,,ˈnɐ̃w̃ ˈpasɨʃ puɾ...,ˈnɐ̃w̃ ˈpasɨ puɾ...,ˈnɐ̃w̃ pɐˈsemuʃ puɾ...,ˈnɐ̃w̃ ˈpasɐ̃j̃ puɾ...,,ar
pt-conjugation,imperative,telefonar para,imperativo,imperativo (presente),,telefona para ...,telefone para ...,telefonemos para ...,telefonem para ...,,tɨlɨˈfonɐ pɐɾɐ...,tɨlɨˈfɔnɨ pɐɾɐ...,tɨlɨfuˈnemuʃ pɐɾɐ...,tɨlɨˈfɔnɐ̃j̃ pɐɾɐ...,,não telefones para ...,não telefone para ...,não telefonemos para ...,não telefonem para ...,,ˈnɐ̃w̃ tɨlɨˈfɔnɨʃ pɐɾɐ...,ˈnɐ̃w̃ tɨlɨˈfɔnɨ pɐɾɐ...,ˈnɐ̃w̃ tɨlɨfuˈnemuʃ pɐɾɐ...,ˈnɐ̃w̃ tɨlɨˈfɔnɐ̃j̃ pɐɾɐ...,,ar
pt-conjugation,imperative,chegar a,imperativo,imperativo (presente),,chega a ...,chegue a ...,cheguemos a ...,cheguem a ...,,ˈʃɛɡɐ ɐ...,ˈʃɛɡɨ ɐ...,ʃɨˈɡemuz ɐ...,ˈʃɛɡɐ̃j̃ ɐ...,,não chegues a ...,não chegue a ...,não cheguemos a ...,não cheguem a ...,,ˈnɐ̃w̃ ˈʃɛɡɨz ɐ...,ˈnɐ̃w̃ ˈʃɛɡɨ ɐ...,ˈnɐ̃w̃ ʃɨˈɡemuz ɐ...,ˈnɐ̃w̃ ˈʃɛɡɐ̃j̃ ɐ...,,ar
pt-conjugation,imperative,acreditar em,imperativo,imperativo (presente),,acredita em ...,acredite em ...,acreditemos em ...,acreditem em ...,,ɐkɾɨˈditɐ ˈɐ̃j̃...,ɐkɾɨˈditɨ ˈɐ̃j̃...,ɐkɾɨdiˈtemuz ˈɐ̃j̃...,ɐkɾɨˈditɐ̃j̃ ˈɐ̃j̃...,,não acredites em ...,não acredite em ...,não acreditemos em ...,não acreditem em ...,,ˈnɐ̃w̃ ɐkɾɨˈditɨz ˈɐ̃j̃...,ˈnɐ̃w̃ ɐkɾɨˈditɨ ˈɐ̃j̃...,ˈnɐ̃w̃ ɐkɾɨdiˈtemuz ˈɐ̃j̃...,ˈnɐ̃w̃ ɐkɾɨˈditɐ̃j̃ ˈɐ̃j̃...,,ar
pt-conjugation,imperative,morar em,imperativo,imperativo (presente),,mora em ...,more em ...,moremos em ...,morem em ...,,ˈmɔɾɐ ˈɐ̃j̃...,ˈmɔɾɨ ˈɐ̃j̃...,muˈɾemuz ˈɐ̃j̃...,ˈmɔɾɐ̃j̃ ˈɐ̃j̃...,,não mores em ...,não more em ...,não moremos em ...,não morem em ...,,ˈnɐ̃w̃ ˈmɔɾɨz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈmɔɾɨ ˈɐ̃j̃...,ˈnɐ̃w̃ muˈɾemuz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈmɔɾɐ̃j̃ ˈɐ̃j̃...,,ar
pt-conjugation,imperative,tratar de,imperativo,imperativo (presente),,trata de ...,trate de ...,tratemos de ...,tratem de ...,,ˈtɾatɐ dɨ...,ˈtɾatɨ dɨ...,tɾɐˈtemuʒ dɨ...,ˈtɾatɐ̃j̃ dɨ...,,não trates de ...,não trate de ...,não tratemos de ...,não tratem de ...,,ˈnɐ̃w̃ ˈtɾatɨʒ dɨ...,ˈnɐ̃w̃ ˈtɾatɨ dɨ...,ˈnɐ̃w̃ tɾɐˈtemuʒ dɨ...,ˈnɐ̃w̃ ˈtɾatɐ̃j̃ dɨ...,,ar
pt-conjugation,imperative,pensar em,imperativo,imperativo (presente),,pensa em ...,pense em ...,pensemos em ...,pensem em ...,,ˈpẽsɐ ˈɐ̃j̃...,ˈpẽsɨ ˈɐ̃j̃...,pẽˈsɛmuz ˈɐ̃j̃...,ˈpẽsɐ̃j̃ ˈɐ̃j̃...,,não penses em ...,não pense em ...,não pensemos em ...,não pensem em ...,,ˈnɐ̃w̃ ˈpẽsɨz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈpẽsɨ ˈɐ̃j̃...,ˈnɐ̃w̃ pẽˈsɛmuz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈpẽsɐ̃j̃ ˈɐ̃j̃...,,ar
pt-conjugation,imperative,ficar em,imperativo,imperativo (presente),,fica em ...,fique em ...,fiquemos em ...,fiquem em ...,,ˈfikɐ ˈɐ̃j̃...,ˈfikɨ ˈɐ̃j̃...,fiˈkemuz ˈɐ̃j̃...,ˈfikɐ̃j̃ ˈɐ̃j̃...,,não fiques em ...,não fique em ...,não fiquemos em ...,não fiquem em ...,,ˈnɐ̃w̃ ˈfikɨz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈfikɨ ˈɐ̃j̃...,ˈnɐ̃w̃ fiˈkemuz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈfikɐ̃j̃ ˈɐ̃j̃...,,ar
pt-conjugation,imperative,voltar para,imperativo,imperativo (presente),,volta para ...,volte para ...,voltemos para ...,voltem para ...,,ˈvɔɫtɐ pɐɾɐ...,ˈvɔɫtɨ pɐɾɐ...,vɔɫˈtemuʃ pɐɾɐ...,ˈvɔɫtɐ̃j̃ pɐɾɐ...,,não voltes para ...,não volte para ...,não voltemos para ...,não voltem para ...,,ˈnɐ̃w̃ ˈvɔɫtɨʃ pɐɾɐ...,ˈnɐ̃w̃ ˈvɔɫtɨ pɐɾɐ...,ˈnɐ̃w̃ vɔɫˈtemuʃ pɐɾɐ...,ˈnɐ̃w̃ ˈvɔɫtɐ̃j̃ pɐɾɐ...,,ar
pt-conjugation,imperative,voltar a,imperativo,imperativo (presente),,volta a ...,volte a ...,voltemos a ...,voltem a ...,,ˈvɔɫtɐ ɐ...,ˈvɔɫtɨ ɐ...,vɔɫˈtemuz ɐ...,ˈvɔɫtɐ̃j̃ ɐ...,,não voltes a ...,não volte a ...,não voltemos a ...,não voltem a ...,,ˈnɐ̃w̃ ˈvɔɫtɨz ɐ...,ˈnɐ̃w̃ ˈvɔɫtɨ ɐ...,ˈnɐ̃w̃ vɔɫˈtemuz ɐ...,ˈnɐ̃w̃ ˈvɔɫtɐ̃j̃ ɐ...,,ar
pt-conjugation,imperative,concordar com,imperativo,imperativo (presente),,concorda com ...,concorde com ...,concordemos com ...,concordem com ...,,kõˈkɔɾdɐ ˈkõ...,kõˈkɔɾdɨ ˈkõ...,kõkuɾˈdemuʃ ˈkõ...,kõˈkɔɾdɐ̃j̃ ˈkõ...,,não concordes com ...,não concorde com ...,não concordemos com ...,não concordem com ...,,ˈnɐ̃w̃ kõˈkɔɾdɨʃ ˈkõ...,ˈnɐ̃w̃ kõˈkɔɾdɨ ˈkõ...,ˈnɐ̃w̃ kõkuɾˈdemuʃ ˈkõ...,ˈnɐ̃w̃ kõˈkɔɾdɐ̃j̃ ˈkõ...,,ar
pt-conjugation,imperative,discordar de,imperativo,imperativo (presente),,discorda de ...,discorde de ...,discordemos de ...,discordem de ...,,diˈʃkɔɾdɐ dɨ...,diˈʃkɔɾdɨ dɨ...,diʃkuɾˈdemuʒ dɨ...,diˈʃkɔɾdɐ̃j̃ dɨ...,,não discordes de ...,não discorde de ...,não discordemos de ...,não discordem de ...,,ˈnɐ̃w̃ diˈʃkɔɾdɨʒ dɨ...,ˈnɐ̃w̃ diˈʃkɔɾdɨ dɨ...,ˈnɐ̃w̃ diʃkuɾˈdemuʒ dɨ...,ˈnɐ̃w̃ diˈʃkɔɾdɐ̃j̃ dɨ...,,ar
pt-conjugation,imperative,participar em,imperativo,imperativo (presente),,participa em ...,participe em ...,participemos em ...,participem em ...,,pɐɾtiˈsipɐ ˈɐ̃j̃...,pɐɾtiˈsipɨ ˈɐ̃j̃...,pɐɾtisiˈpemuz ˈɐ̃j̃...,pɐɾtiˈsipɐ̃j̃ ˈɐ̃j̃...,,não participes em ...,não participe em ...,não participemos em ...,não participem em ...,,ˈnɐ̃w̃ pɐɾtiˈsipɨz ˈɐ̃j̃...,ˈnɐ̃w̃ pɐɾtiˈsipɨ ˈɐ̃j̃...,ˈnɐ̃w̃ pɐɾtisiˈpemuz ˈɐ̃j̃...,ˈnɐ̃w̃ pɐɾtiˈsipɐ̃j̃ ˈɐ̃j̃...,,ar
pt-conjugation,imperative,nascer em,imperativo,imperativo (presente),,nasce em ...,nasça em ...,nascemos em ...,nasçam em ...,,ˈnaʃsɨ ˈɐ̃j̃...,ˈnassɐ ˈɐ̃j̃...,nɐˈʃsemuz ˈɐ̃j̃...,ˈnassɐ̃w̃ ˈɐ̃j̃...,,não nasças em ...,não nasça em ...,não nasçamos em ...,não nasçam em ...,,ˈnɐ̃w̃ ˈnassɐz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈnassɐ ˈɐ̃j̃...,ˈnɐ̃w̃ nɐsˈsɐmuz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈnassɐ̃w̃ ˈɐ̃j̃...,,er
pt-conjugation,imperative,viver em,imperativo,imperativo (presente),,vive em ...,viva em ...,vivamos em ...,vivam em ...,,ˈvivɨ ˈɐ̃j̃...,ˈvivɐ ˈɐ̃j̃...,viˈvɐmuz ˈɐ̃j̃...,ˈvivɐ̃w̃ ˈɐ̃j̃...,,não vivas em ...,não viva em ...,não vivamos em ...,não vivam em ...,,ˈnɐ̃w̃ ˈvivɐz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈvivɐ ˈɐ̃j̃...,ˈnɐ̃w̃ viˈvɐmuz ˈɐ̃j̃...,ˈnɐ̃w̃ ˈvivɐ̃w̃ ˈɐ̃j̃...,,er
pt-conjugation,imperative,manter,imperativo,imperativo (presente),,mantém,mantenha,mantenhamos,mantenham,,mɐ̃ˈtɐ̃j̃,mɐ̃ˈtɐɲɐ,mɐ̃tɨˈɲɐmuʃ,mɐ̃ˈtɐɲɐ̃w̃,,não mantenhas,não mantenha,não mantenhamos,não mantenham,,ˈnɐ̃w̃ mɐ̃ˈtɐɲɐʃ,ˈnɐ̃w̃ mɐ̃ˈtɐɲɐ,ˈnɐ̃w̃ mɐ̃tɨˈɲɐmuʃ,ˈnɐ̃w̃ mɐ̃ˈtɐɲɐ̃w̃,,er
pt-conjugation,imperative,sair de,imperativo,imperativo (presente),,sai de ...,saia de ...,saiamos de ...,saiam de ...,,ˈsaj dɨ...,ˈsajɐ dɨ...,sɐjˈɐmuʒ dɨ...,ˈsajɐ̃w̃ dɨ...,,não saias de ...,não saia de ...,não saiamos de ...,não saiam de ...,,ˈnɐ̃w̃ ˈsajɐʒ dɨ...,ˈnɐ̃w̃ ˈsajɐ dɨ...,ˈnɐ̃w̃ sɐjˈɐmuʒ dɨ...,ˈnɐ̃w̃ ˈsajɐ̃w̃ dɨ...,,ir
pt-conjugation,imperative,gostar,imperativo,imperativo (presente),,gosta,goste,gostemos,gostem,,ˈɡɔʃtɐ,ˈɡɔʃtɨ,ɡuˈʃtemuʃ,ˈɡɔʃtɐ̃j̃,,não gostes,não goste,não gostemos,não gostem,,ˈnɐ̃w̃ ˈɡɔʃtɨʃ,ˈnɐ̃w̃ ˈɡɔʃtɨ,ˈnɐ̃w̃ ɡuˈʃtemuʃ,ˈnɐ̃w̃ ˈɡɔʃtɐ̃j̃,,ar
pt-conjugation,imperative,começar,imperativo,imperativo (presente),,começa,comece,comecemos,comecem,,kuˈmɛsɐ,kuˈmɛsɨ,kumɨˈsemuʃ,kuˈmɛsɐ̃j̃,,não comeces,não comece,não comecemos,não comecem,,ˈnɐ̃w̃ kuˈmɛsɨʃ,ˈnɐ̃w̃ kuˈmɛsɨ,ˈnɐ̃w̃ kumɨˈsemuʃ,ˈnɐ̃w̃ kuˈmɛsɐ̃j̃,,ar
pt-conjugation,imperative,continuar,imperativo,imperativo (presente),,continua,continue,continuemos,continuem,,kõtiˈnuɐ,kõtiˈnuɨ,kõtinuˈemuʃ,kõtiˈnuɐ̃j̃,,não continues,não continue,não continuemos,não continuem,,ˈnɐ̃w̃ kõtiˈnuɨʃ,ˈnɐ̃w̃ kõtiˈnuɨ,ˈnɐ̃w̃ kõtinuˈemuʃ,ˈnɐ̃w̃ kõtiˈnuɐ̃j̃,,ar
pt-conjugation,imperative,lembrar-se,imperativo,imperativo (presente),,lembra-te,lembre-se,lembremo-nos,lembrem-se,,lẽˈbɾatɨ,lẽˈbɾɛsɨ,lẽbɾɨˈmɔnuʃ,lẽˈbɾẽsɨ,,não te lembres,não se lembre,não nos lembremos,não se lembrem,,ˈnɐ̃w̃ ˈtɛ ˈlẽbɾɨʃ,ˈnɐ̃w̃ sɨ ˈlẽbɾɨ,ˈnɐ̃w̃ ˈnɔʒ lẽˈbɾɛmuʃ,ˈnɐ̃w̃ sɨ ˈlẽbɾɐ̃j̃,,ar
pt-conjugation,imperative,precisar,imperativo,imperativo (presente),,precisa,precise,precisemos,precisem,,pɾɨˈsizɐ,pɾɨˈsizɨ,pɾɨsiˈzemuʃ,pɾɨˈsizɐ̃j̃,,não precises,não precise,não precisemos,não precisem,,ˈnɐ̃w̃ pɾɨˈsizɨʃ,ˈnɐ̃w̃ pɾɨˈsizɨ,ˈnɐ̃w̃ pɾɨsiˈzemuʃ,ˈnɐ̃w̃ pɾɨˈsizɐ̃j̃,,ar
